SCHOOL_YEAR,DATA_LEVEL,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,SCHOOL_NUMBER,AB_STUDENT_IN_AB_PROGRAM,ELL,FRENCH_PROGRAM,CORE_FRENCH,FRENCH_IMMERSION,PROGRAMME_FRANCOPHONE,CAREER_PREPARATION,CAREER_TECH_CENTRE,CONTINUING_ED_PROGRAM,COOP,DIST_LEARNING,APPRENTICESHIP
2014/2015,SCHOOL LEVEL,BC Public School,48,4848018,14,12,124,61,63,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848019,5,40,32,32,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848020,1,32,84,84,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848021,111,28,145,116,29,,22,,,,41,6
2014/2015,SCHOOL LEVEL,BC Public School,48,4848022,9,17,182,136,47,1,,,,,113,1
2014/2015,SCHOOL LEVEL,BC Public School,48,4848023,40,5,54,54,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848024,144,93,166,88,78,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848025,1,46,127,37,90,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,48,4848026,72,,430,307,123,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,48,4896700,,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,48,4896871,,,4,4,,,,,,,8,
2014/2015,SCHOOL LEVEL,BC Public School,48,4899147,2,,6,6,,,,,,,98,
2014/2015,SCHOOL LEVEL,BC Public School,48,4899215,22,,,,,,,6,,,3,
2014/2015,SCHOOL LEVEL,BC Public School,49,4949002,47,,31,31,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,49,4949004,51,,13,13,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,49,4949006,8,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,49,4949007,5,,11,11,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,49,4949008,10,,12,12,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,49,4997012,,,,,,,,,,,3,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050001,86,,3,3,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050002,16,9,18,18,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050004,34,,1,1,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050008,42,7,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050011,104,27,33,,33,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,50,5050012,82,3,51,51,,,,,,,4,
2014/2015,SCHOOL LEVEL,BC Public School,51,5112001,77,,80,80,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5112002,74,,138,138,,,,,,,17,
2014/2015,SCHOOL LEVEL,BC Public School,51,5112004,17,,61,61,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5112005,43,,127,127,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5113002,7,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5113005,10,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5113007,11,,28,28,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5113010,50,,79,79,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,51,5113012,26,,69,69,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5151013,,,21,21,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,51,5199169,10,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252003,133,34,14,14,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252005,17,6,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252006,148,33,117,,117,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252014,130,39,14,14,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252017,29,5,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252018,355,13,154,139,15,,44,11,,,36,1
2014/2015,SCHOOL LEVEL,BC Public School,52,5252019,111,16,18,18,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5252020,281,32,252,219,33,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5296122,,,75,75,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,52,5297072,,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,52,5299087,73,8,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314001,87,,126,126,,,,,,,34,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314002,26,,44,44,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314004,30,50,152,152,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314005,35,38,157,157,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314007,44,25,98,98,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5314008,17,4,138,138,,,25,2,,,9,1
2014/2015,SCHOOL LEVEL,BC Public School,53,5316003,43,22,34,34,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5316004,90,,220,220,,,30,,,,15,
2014/2015,SCHOOL LEVEL,BC Public School,53,5353000,,,,,,,,,22,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5396534,,,27,27,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,53,5399162,,,,,,,,,1,,162,
2014/2015,SCHOOL LEVEL,BC Public School,53,5399216,,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,53,5399288,5,2,,,,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,53,5399289,6,,,,,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,53,5399290,9,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454004,51,,25,25,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454005,24,,30,30,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454006,52,10,226,32,194,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454007,36,3,31,31,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454010,78,,142,142,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454011,52,,74,74,,,,,,,19,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454012,35,,63,63,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5454013,152,5,231,231,,,,,,,93,
2014/2015,SCHOOL LEVEL,BC Public School,54,5496064,,,70,70,,,,,,,5,
2014/2015,SCHOOL LEVEL,BC Public School,54,5496091,,,29,29,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,54,5496124,,,135,135,,,,,,,22,
2014/2015,SCHOOL LEVEL,BC Public School,54,5496157,,,192,192,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,54,5496782,,,4,4,,,,,,,32,
2014/2015,SCHOOL LEVEL,BC Public School,54,5499163,1,,3,3,,,,,,,20,
2014/2015,SCHOOL LEVEL,BC Public School,54,5499182,23,,,,,,,,,,4,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757000,,,,,,,,,167,,1,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757007,36,23,51,51,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757012,258,,514,270,244,,,12,,,49,5
2014/2015,SCHOOL LEVEL,BC Public School,57,5757017,120,98,80,80,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757022,50,30,56,56,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757024,159,94,92,92,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757033,,3,9,9,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757036,331,,280,280,,,,13,,,35,8
2014/2015,SCHOOL LEVEL,BC Public School,57,5757038,,11,15,15,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757040,51,67,63,63,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757045,34,21,43,43,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757047,182,,268,268,,,,9,,,60,8
2014/2015,SCHOOL LEVEL,BC Public School,57,5757048,48,14,99,99,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757051,118,82,67,67,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757057,28,14,84,84,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757059,172,87,122,122,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757063,93,86,100,100,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757064,44,20,52,52,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757068,71,80,69,69,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757074,34,,33,33,,,,,,,4,4
2014/2015,SCHOOL LEVEL,BC Public School,57,5757075,15,,29,29,,,,,,,10,1
2014/2015,SCHOOL LEVEL,BC Public School,57,5757076,39,34,47,47,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757078,57,38,249,71,178,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757079,76,,71,71,,,,,,,14,2
2014/2015,SCHOOL LEVEL,BC Public School,57,5757082,55,19,112,112,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757083,103,57,169,169,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757087,62,17,123,123,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757088,70,39,165,165,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757096,27,8,40,40,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757098,93,48,184,184,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757100,144,,237,237,,,,14,,,36,3
2014/2015,SCHOOL LEVEL,BC Public School,57,5757101,139,14,372,372,,,,7,,,77,5
2014/2015,SCHOOL LEVEL,BC Public School,57,5757102,49,24,79,79,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757104,29,27,73,73,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757108,63,22,101,101,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757110,36,42,136,136,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757112,10,,47,47,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757114,107,85,348,197,151,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757115,49,,428,,428,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5757116,135,94,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5794016,1,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796144,,,122,122,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796160,,2,164,164,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796230,,,161,161,,,,,,,19,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796310,,2,111,111,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796491,,,17,17,,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,57,5796841,,,,,,,,,,,231,
2014/2015,SCHOOL LEVEL,BC Public School,57,5798005,,,,,,,,,1,,136,
2014/2015,SCHOOL LEVEL,BC Public School,57,5799140,213,,,,,,,4,,,20,
2014/2015,SCHOOL LEVEL,BC Public School,58,5817005,32,3,71,71,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5817006,25,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5817008,35,,62,62,,,,,,,17,1
2014/2015,SCHOOL LEVEL,BC Public School,58,5831001,146,22,64,64,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831005,267,,234,211,23,,,4,,,68,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831006,78,30,44,44,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831007,76,18,39,39,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831009,27,,139,,139,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831010,52,,65,65,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,58,5831011,28,,,,,,,,,,8,
2014/2015,SCHOOL LEVEL,BC Public School,58,5858000,5,,,,,,,,23,,3,
2014/2015,SCHOOL LEVEL,BC Public School,58,5897019,38,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,58,5898002,8,,,,,,,,,,512,
2014/2015,SCHOOL LEVEL,BC Public School,58,5899192,11,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959001,63,,91,91,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959003,35,3,79,79,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959005,108,9,316,81,235,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959008,242,23,309,225,84,,23,38,,,34,1
2014/2015,SCHOOL LEVEL,BC Public School,59,5959009,107,,57,57,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959010,43,,24,24,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959011,146,,154,144,10,,46,10,,,12,2
2014/2015,SCHOOL LEVEL,BC Public School,59,5959012,66,,92,40,52,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959013,34,2,15,15,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959014,31,2,22,22,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959018,50,1,21,21,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959020,9,,11,11,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959024,17,,18,18,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959025,,15,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959027,52,3,64,64,,,17,1,,,29,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959029,54,4,59,59,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959031,61,4,73,73,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959032,,9,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5959033,27,6,14,14,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5996172,,19,221,221,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,59,5996252,,,,,,,,,,,22,
2014/2015,SCHOOL LEVEL,BC Public School,59,5996525,,7,49,49,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,59,5999102,,,,,,,,,,,Msk,Msk
2014/2015,SCHOOL LEVEL,BC Public School,59,5999212,16,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060006,42,33,118,118,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060007,62,8,280,40,240,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060015,189,9,72,36,36,,156,33,,,229,33
2014/2015,SCHOOL LEVEL,BC Public School,60,6060021,37,4,42,42,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060025,48,23,104,104,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060026,66,17,111,111,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060030,,28,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060032,33,10,86,86,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060039,27,73,,,,,,,,,13,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060040,4,5,14,14,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060045,38,5,98,98,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060047,32,13,78,78,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060051,54,14,95,95,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060056,31,,43,43,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060058,70,31,87,87,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060060,33,6,31,31,,,4,2,,,10,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060061,26,26,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060062,88,10,353,286,67,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060063,106,9,310,310,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6060064,38,2,21,21,,,22,,,,18,
2014/2015,SCHOOL LEVEL,BC Public School,60,6096378,,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,60,6096473,,69,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,60,6098006,1,,17,17,,,5,,,,422,
2014/2015,SCHOOL LEVEL,BC Public School,60,6099120,5,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161000,1,1,,,,,,,256,,12,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161001,20,16,339,339,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161002,23,14,43,43,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161004,41,17,58,58,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161005,69,115,90,72,18,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161007,24,16,403,75,328,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161010,123,121,46,46,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161012,8,5,298,71,227,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161013,25,57,163,163,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161016,48,69,232,64,168,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161018,88,43,123,26,97,,66,1,1,,63,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161019,29,45,99,99,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161020,59,50,94,94,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161021,11,23,413,108,305,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161024,25,39,463,223,240,,,,,,180,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161025,35,25,474,318,156,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161027,19,67,86,86,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161028,25,48,308,50,258,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161029,25,27,108,108,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161030,13,58,118,118,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161032,6,29,79,79,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161033,16,30,56,56,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161035,55,57,526,238,288,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161036,42,39,468,263,205,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161038,21,16,408,408,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161040,55,16,290,86,204,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161042,8,19,165,165,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161046,28,11,252,71,181,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161047,20,41,343,63,280,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161048,130,16,177,64,113,,51,,,,51,2
2014/2015,SCHOOL LEVEL,BC Public School,61,6161049,32,147,246,246,,,32,,,,146,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161051,18,30,79,79,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161052,6,64,109,109,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161054,10,41,268,268,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161056,35,10,202,202,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161057,39,56,370,66,304,,38,,,,109,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161058,69,33,265,154,111,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161062,13,29,436,239,197,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161063,89,19,165,165,,,99,,,,95,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161064,18,12,58,58,,,2,,,15,58,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161065,1,48,87,87,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161066,21,53,84,84,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161067,17,23,219,219,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161068,37,40,412,412,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,61,6161069,5,3,319,319,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196008,,40,195,195,,,,,,,80,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196010,,79,167,167,,,,,,,16,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196021,,31,479,479,,,,,,,22,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196084,,,776,776,,,,,,,31,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196107,,,317,317,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196154,,,351,351,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196265,,,,,,,,,,,1,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196341,,,164,164,,,,,,,10,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196347,,,113,113,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196427,,,227,227,,,,,,,5,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196469,,,193,193,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196470,,9,192,192,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196482,,,43,43,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196520,,,188,188,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196695,,,25,25,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196745,,,,,,,,,,,84,
2014/2015,SCHOOL LEVEL,BC Public School,61,6196868,,,,,,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,61,6199015,2,,,,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,61,6199033,30,,,,,,,,,,4,
2014/2015,SCHOOL LEVEL,BC Public School,61,6199146,,,,,,,,,1,,315,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262000,3,,,,,,,,95,,26,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262002,24,23,145,145,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262004,42,23,52,52,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262005,7,,1,1,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262007,48,30,109,109,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262010,17,11,57,57,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262011,13,16,95,51,44,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262012,28,15,29,29,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262013,131,65,332,175,156,1,,,,,699,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262015,12,9,57,57,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262016,44,28,409,409,,,,,,,13,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262018,27,17,52,52,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262020,36,21,31,31,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262021,41,18,139,139,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262022,15,13,91,91,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262023,10,4,214,43,171,,,,,,2,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262025,58,48,531,531,,,,,,,10,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262026,22,9,49,49,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262031,95,45,461,382,79,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262032,14,18,98,98,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262033,145,39,202,111,91,,,,2,,109,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262034,52,16,274,45,229,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262035,12,9,57,57,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262036,16,15,42,42,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6262037,25,11,373,19,354,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6296432,,,133,133,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,62,6296461,,,176,176,,,,,,,3,
2014/2015,SCHOOL LEVEL,BC Public School,62,6299043,82,35,,,,,,,,,170,
2014/2015,SCHOOL LEVEL,BC Public School,62,6299164,2,,,,,,,,10,,785,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363000,,,,,,,,10,41,,5,1
2014/2015,SCHOOL LEVEL,BC Public School,63,6363002,62,26,314,314,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363003,4,8,254,254,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363004,7,4,324,88,236,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363007,25,22,406,129,277,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363008,6,68,373,373,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363010,5,13,154,154,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363011,56,20,382,382,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363014,20,26,295,295,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363020,85,,246,74,172,,,,8,,158,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363021,29,,296,294,2,,,121,3,,190,8
2014/2015,SCHOOL LEVEL,BC Public School,63,6363022,44,,67,67,,,,,4,,78,1
2014/2015,SCHOOL LEVEL,BC Public School,63,6363026,44,35,397,397,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363027,12,18,590,590,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6363028,59,18,524,308,216,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6396287,,,10,10,,,,,,,,
2014/2015,SCHOOL LEVEL,BC Public School,63,6396767,,,,,,,,3,1,,910,
2014/2015,SCHOOL LEVEL,BC Public School,63,6398007,2,,2,2,,,,2,5,,2311,
